[00:00.000 --> 00:03.880]  Good morning, Living Soil Nerds. Happy Thursday to you.
[04:58.340 --> 05:05.100]  still exist. And so if we look at the history of aquaponics, it probably starts there. On the other side of
[05:05.100 --> 05:11.100]  the globe, in China, they've been doing it for centuries and centuries, with rice paddies and
[05:11.260 --> 05:18.860]  intermingling fish and aquatic plants in different ways, and farming on water. And they do that today
[05:18.860 --> 05:25.180]  still. If you look, there's been National Geographic issues not long ago talking about farming on water,
[05:25.180 --> 05:31.980]  and there's entire communities that still build floating islands and crop on the water and getting their
[05:31.980 --> 05:39.100]  nutrition and their all those plant promoting enzymes and everything else that's happening in a conventional
[05:39.100 --> 05:45.180]  aquaponics system is happening in those ancient lake systems as well, as well. I kind of stumble when I say
[05:45.180 --> 05:51.500]  that word to what's happening there. What's in an aquaponics system? What's the magic? Because most of my
[05:51.500 --> 05:58.700]  career as a pioneer and working with the pioneers, we saw that as the black box. We didn't know what was
[05:58.700 --> 06:05.700]  happening. But we knew that we could couple fish and plants together in a symbiotic relationship, where the fish
[06:05.700 --> 06:13.140]  took care of the plants and the plants took care of the fish. And we don't rely on buying artificial nutrients. We
[06:13.180 --> 06:20.000]  we do supply nutrients, but that's through the form of fish food. Our mandate was to grow food. And so protein was a
[06:20.000 --> 06:26.800]  big part of it. And I got into aquaculture before I got into aquaponics, even, because it is the most sustainable
[06:26.800 --> 06:34.640]  way to produce an animal protein for humanity. And you shared some of my sites already on that Facebook site I put
[06:34.640 --> 06:41.240]  recently, I think it was yesterday, as a matter of fact, on the planet, we reached 8 billion people. Yesterday,
[06:41.280 --> 06:49.640]  we, there's a hallmark moment. When I was born, there were 3.5 billion people. Yesterday, we hit 8 billion. That's
[06:49.640 --> 06:56.920]  dramatic. Then I look at the climate change and what we're doing and impacting our climate negatively. So we can't
[06:56.920 --> 07:04.720]  farm in certain regions anymore. It's becoming more inhospitable. In my region, when the hailstorms come through in
[07:05.080 --> 07:13.160]  September, October, it crushes everybody's crops, from tomatoes to hemp to cannabis, whatever's outdoors is
[07:13.160 --> 07:22.560]  destroyed. When I ran a private farm in Texas, we had 3 100-year floods in one year. Everybody's crops were
[07:22.560 --> 07:29.680]  destroyed, except anybody who's using controlled-environment agriculture. So moving indoors, protecting your crops
[07:29.680 --> 07:36.280]  from the elements is what I specialize in now. There's different ways we can grow in a controlled environment and
[07:36.280 --> 07:42.560]  different crops we can grow. So a program like mine, I'll get to in a minute, but we used to be a greenhouse
[07:42.560 --> 07:49.960]  management. But we do so much more. We do farming in shipping containers. We do farming in indoor grows, where we have
[07:49.960 --> 07:59.640]  to focus our students on HVAC and plumbing skills. So I've evolved from a researcher into a teacher. I've developed a
[07:59.640 --> 08:06.240]  program at Santa Fe Community College, following in the footsteps of a couple colleagues of mine. One of them, Eric
[08:06.360 --> 08:12.760]  Heifield, has been a guest on your show before, I believe. Thumbs up. There's Eric Heifield. We can search for that and
[08:12.760 --> 08:20.680]  probably find it. He, he pioneered and founded this program. So he and I had been colleagues before. And actually,
[08:20.680 --> 08:27.520]  probably we knew Leighton way back in those days as well. Eric started this program. I've picked it up. And we've really
[08:27.520 --> 08:35.120]  created state-of-the-art facilities. And we're training the workforce of the future. So that's our mandate at Santa
[08:35.240 --> 08:42.280]  Fe Community College now, training the workforce of the future. But I inspire a lot of students to also go into higher
[08:42.280 --> 08:50.560]  education. Because now what we're trying to do is look in that black box. What is happening in an aquaponic system? Back in
[08:50.560 --> 08:57.400]  the day, Jim Ricossi, Don Bailey, some of the researchers that we're going to talk about today, we just knew that it worked.
[08:57.400 --> 09:05.480]  And we were more involved in setting that balance. What's the sweet spot for these systems to basically be mindless, to
[09:05.480 --> 09:13.040]  be carefree? One where truly the fish take care of the plants and the plants take care of the fish, and you sleep well at
[09:13.040 --> 09:21.280]  night. That was our mission, create a system that was simple, again, for limited-resource farmers. So we've gone a long
[09:21.280 --> 09:29.360]  way now. We'll talk today about the, maybe the future of aquaponics and who are the current pioneers. But I would say that
[09:29.360 --> 09:37.560]  microbial identification, which almost all of your listeners are very interested in, that's the focus for a lot of the young
[09:37.560 --> 09:45.200]  researchers, the people who are jumping into aquaponics right now. But I do, we will stress today that you've got to, you've
[09:45.200 --> 09:53.400]  got to find that foundation. You've got to go back in time before groups had YouTube and before groups had these social media
[09:53.400 --> 10:03.840]  platforms. It's very hard to find somebody like Jim Ricossi in the, on YouTube. There may be 3 videos of the God of aquaponics or
[10:03.840 --> 10:12.000]  the Godfather of aquaponics. So really, we need to go back and get into the library and get into your lit searches and get into
[10:12.000 --> 10:19.200]  peer-reviewed articles. And now it's out there. It's all about the biology. And it's nice. I'm seeing some of these pop up. And
[10:19.280 --> 10:21.240]  those are very appropriate comments.
[10:21.640 --> 10:27.760]  So I'll just, I'll pause here, because we can kind of walk through some of the history and some of where I've been. But I do
[10:27.760 --> 10:36.680]  always want to say I've stood on the shoulders of giants. I made that a focus of my career was to work with the best of the best.
[10:36.840 --> 10:43.880]  And I think Leighton has done that in his life. And he and I have probably talked about that. We hone in on the best people doing the
[10:43.880 --> 10:50.880]  best work. And we go and we gather what we can from them. And then we're also doers. I grab that knowledge and I create.
[10:51.200 --> 10:59.800]  Everywhere I've been, I've left a wake of aquaponic community behind me. So, so if, if you consider Jim Ricossi the God of
[10:59.800 --> 11:07.400]  aquaponic, many people consider me the Messiah. My wife does, at least. I'm out traveling the world and I'm preaching aquaponics as
[11:07.400 --> 11:19.840]  a aquavangelist. I'm also, I say this often is that colleagues and myself, we talk more people out of doing aquaponics than
[11:19.840 --> 11:27.960]  doing aquaponics. It's a 7-day-a-week. It's horticulture. It's, you know, I think, Brian, you said earlier that maybe we had a
[11:27.960 --> 11:34.200]  private conversation, but about a lot of people who just, they, they read it and they absorb all the YouTubes and everything, but
[11:34.200 --> 11:42.040]  they don't do it. They don't jump into it and start doing it. So my advice is to go get a fish tank. If you've never done
[11:42.080 --> 11:49.200]  aquaponics in your life, and you have a kind of a fear of that hurdle of jumping in, the first thing you know, need to know how
[11:49.200 --> 11:58.320]  to do is to cultivate fish. And the easiest way to do that is go get an aquarium and get some goldfish, cheap goldfish. And
[11:58.320 --> 12:03.000]  you're going to have some pets. You're going to get to know their personalities. They're going to get to know you. So you're
[12:03.000 --> 12:10.920]  going to have fun with just some goldfish. Don't worry about the plants yet. You need to understand the fish cycle of breaking
[12:10.920 --> 12:19.640]  in a new aquarium. And that's just like breaking in a 29,000-gallon system, like we ran at UVI. It's the same process. It
[12:19.640 --> 12:26.240]  takes time. You start feeding your fish and they create some ammonia. And see, now we're getting into chemistry. And some of
[12:26.240 --> 12:34.040]  you may leave the room real quick. We won't do too much chemistry here. But that's chemistry. Fish create ammonia. And if
[12:34.120 --> 12:42.200]  you don't have good bacteria that eat ammonia, your fish die because the ammonia becomes toxic. So we rely on the good bacteria
[12:42.200 --> 12:50.680]  to convert that ammonia to nitrite. And then we rely on more good bacteria to convert nitrite to nitrate. And now you have an
[12:50.680 --> 12:58.160]  acclimated system. You have a fish system that has good beneficial bacteria that control your ammonia level. They control
[12:58.160 --> 13:08.400]  your nitrite level. And they produce relatively non-toxic nitrates. So that's the process of aquaponics. The reason we put in
[13:08.400 --> 13:17.200]  plants now is to clean up those nitrates that are produced. Eventually that would become toxic to your fish. And I teach class.
[13:17.200 --> 13:25.120]  So what I tell my students is, if you've ever had an aquarium, your mom used to tell you to do a dilution about once a month.
[13:25.120 --> 13:32.240]  Take about one-third of the water and then go put it, fresh water, top it off with fresh water. But put that diluted water that
[13:32.240 --> 13:38.980]  you took off on your houseplants. And we had the best houseplants. So I didn't know it when I was a young kid that I was doing
[13:38.980 --> 13:44.880]  aquaponics, if that's aquaponics. Now we're talking about is that decoupled aquaponics? And then there's, that's a whole
[13:44.880 --> 13:55.720]  another discussion we'll get into. So once I understood that, I was just throwing away nutrients. Anybody who does a dilution in
[13:55.720 --> 14:04.840]  their system is throwing away fertilizer. So we started to couple systems together with plants. Looking for plants that work well with
[14:04.840 --> 14:12.360]  the fish. That's the idea of aquaponics. And that's a balanced system where everything's taking care of each other. Again, we'll get
[14:12.360 --> 14:19.280]  into other things like decoupled aquaponics and these other topics that are hot right now. And, but let's, let's go ahead and pause
[14:19.280 --> 14:25.360]  and I'll let you guys, I can't really see the chat. So if there's anything that's come up already that we want to go in a certain
[14:25.360 --> 14:26.480]  direction, just let me know.
[14:27.960 --> 14:34.280]  Yeah, we usually save questions for last. We just kind of get into a conversation and I would imagine today, sir, there'll be a lot of
[14:34.280 --> 14:41.640]  questions at the end. So we'll probably maybe cut the conversation a little bit shorter to allow that. When we're, when we're
[14:41.640 --> 14:49.600]  defining things, like, especially for the cannabis world, you know, the hot verbiage is living soil. So when you, when you say like
[14:49.600 --> 14:55.720]  aquaponics, can you define that as simply as like the microbes feeding the fish and the fish are feeding the microbes?
[14:56.960 --> 15:03.720]  Honestly, you'll find if you're any of your growers who are interested in aquaponics, cannabis are going to find Steve Rassner or
[15:03.720 --> 15:10.360]  Steve Dread, Potent Ponics, some, some of those websites. And I was recently in Guadalajara, Steve did a virtual
[15:10.360 --> 15:19.720]  presentation. And my take-home from some of his work is that he classifies this as aquatic soil. That's what we're working
[15:19.720 --> 15:26.480]  with. And we're building aquatic soil. We talk about living soil when you're talking earth and what's connected to Mother
[15:26.480 --> 15:35.520]  Earth. That's could be considered that that type of soil. This is aquatic soil. When you look at the analysis of what's in an
[15:35.520 --> 15:43.560]  aquaponics system versus what's in a living soil analysis, from what I hear, and I haven't dug into the research, we are many
[15:43.560 --> 15:52.400]  times ahead in diversity and numbers of beneficial microbes in an aquatic soil. What I've seen in my experience is over the
[15:52.400 --> 16:00.400]  years, my systems become better. They become more robust, they become more diverse in that microbial diversity and
[16:00.400 --> 16:09.160]  community. That my lettuce production in year seven is better than in year two. It's better and it continues to be over time on
[16:09.160 --> 16:17.720]  these closed loop systems. I think again, most of your listeners here that are going to watch this live or later, understand
[16:17.720 --> 16:26.560]  some of the ideas of aquaponics where we're recycling 99% of our water every day. This is a paradigm shift from hydroponic
[16:26.560 --> 16:35.920]  growing, which is conventional fertilizers and kind of managing a nutrient reservoir. This is about being consistent day in and
[16:35.920 --> 16:44.480]  day out, running very low levels of certain nutrients. Beyond logic, when you look at hydroponic literature, how can I produce
[16:44.480 --> 16:56.280]  commercial yields of tomatoes at 0.4 EC? That some people have source water that has more nutrients than that. I ran 0.4 EC for
[16:56.280 --> 17:07.040]  almost 13 years at the Virgin Islands, recycling 98.5% every day, just topping off 1.5 that the plants were using. That
[17:07.200 --> 17:17.880]  nutrient profile was ideal for plant production. We ran low ECs because the plants were using what we gave them from the fish waste. But we
[17:17.880 --> 17:30.400]  also put in more nutrients every day through the fish feed. Our system fed 40 pounds of fish feed every day, 365 days. We weighed out feed
[17:30.400 --> 17:40.600]  breakfast, lunch, and dinner. We weighed every pellet for 13 years that I was there. We have very good data there. The other important
[17:40.600 --> 17:49.320]  part about the UVI data that's all open source, and I'll talk about where your listeners can find some of that, is we started with rainwater.
[17:50.640 --> 17:59.520]  Our source water wasn't influenced by any of the minerals that we all would have in our source water. We would usually have different
[17:59.520 --> 18:09.880]  makeups of nutrients. If I did all that UVI research using our well water, for instance, it would have calcium and magnesium. Ours would
[18:09.880 --> 18:18.480]  have a lot of sodium in it as well. It would have influenced all of our research findings and made it not really relatable to what Brian's
[18:18.480 --> 18:26.400]  doing or any of our other listeners, wherever you are. We started with pure rainwater. I think that was a blessing in disguise that we were
[18:26.400 --> 18:34.720]  limited in water. We had to catch rainwater. That was our only source. Now when I look back, I can really rely on that water quality data
[18:34.720 --> 18:43.040]  that's in some of the literature that's out there. Pure gold. Thanks. I would say with that, because I'm a teacher, I'm going to go ahead and
[18:43.040 --> 18:52.120]  give you the advice is to be looking for peer reviewed information that's been looked at by other experts in your field and validated in a
[18:52.120 --> 19:01.160]  paid for journal. Usually one way to find access is scholar.google. Now there's a lot of ways to find access, but that's just a quick one that I
[19:01.160 --> 19:07.920]  mentioned to students. It's easy to remember if you're out on the road and you're looking for some research, whether it's LED lighting,
[19:08.320 --> 19:18.360]  aquaponics, microbial communities, tilapia disease, anything that you can think of. I go to scholar.google first. So I'm going to put in
[19:18.800 --> 19:30.480]  aquaponics and UVI for University of the Virgin Islands. Or I'm going to do aquaponics and Jim Ricosi or my name, Charlie Schultz. But if you
[19:30.480 --> 19:40.400]  put in the UVI system, aquaponics, you're going to find our peer reviewed information that has a focus on economic analysis as well. Again, we
[19:40.400 --> 19:50.880]  were mandated to produce a system for a limited resource farmer. The system has one water pump. Very simple system. Leighton's going to
[19:50.880 --> 19:58.720]  jump on in a minute and we're going to discuss some of maybe of the kingdom aquaponics stuff that we had planned for many years that was in the
[19:58.720 --> 20:08.880]  works. And it was a beautiful project that had a very much a UVI style system as the heartbeat of that whole project. And what I see around
[20:08.880 --> 20:17.120]  the world now is we say there's a replica of a UVI system on every continent except Antarctica. But absolutely there's spinoff and
[20:17.120 --> 20:27.720]  variations of the UVI system everywhere. We're loaded around the world with people who are using the conventional slow settling of solid for
[20:27.840 --> 20:35.880]  solids removal. Just get your solids out slowly. You can remineralize them if you want and put them back. We'll talk about that as this goes
[20:35.920 --> 20:46.240]  through. But the deep water culture method, the floating rafts hydroponic technique. That's what the UVI system is famous for using for a lot of
[20:46.240 --> 20:55.160]  reasons. It really helped us stagger production when we're doing cropping for markets. You want consistency. So we basically split our system up in
[20:55.160 --> 21:04.600]  25 percent quadrants. So one quarter we would plant every week and eventually you get on a cycle of harvesting one quarter every week
[21:04.880 --> 21:15.040]  transplanting back in that same day and keeping on a cycle. So I get back to the aquaponic system there. Consistency is the key. If I'm putting in
[21:15.040 --> 21:24.040]  40 pounds of fish feed every day or you're putting in three pounds or you're putting in 30 grams depending on the size of the system we're all
[21:24.040 --> 21:35.040]  using. Be consistent. Put in that same amount of fish feed every day and then stagger your crop production so you have uniform uptake of
[21:35.280 --> 21:46.440]  nutrients. That's how you get a consistent crop a consistent system that can maintain itself with perfect water quality for the fish and
[21:46.440 --> 21:56.720]  perfect nutrient profile for the plants where they're not showing deficiencies or reducing yield. So that's what the UVI system created. When we
[21:56.720 --> 22:07.520]  looked at that system any day of the week the plants were perfect. Whether I was growing tomatoes or basil or okra or cantaloupe or zinnia
[22:07.560 --> 22:16.960]  flowers everything in the same system. It's the one nutrient solution. And again that's the paradigm shift from hydroponics. I'm not using a basil
[22:16.960 --> 22:27.520]  fertilizer or a tomato formula or a cantaloupe fertilizer. I have fish water and I know what it is. It's a general fertilizer but it's full of this
[22:27.520 --> 22:38.200]  microbial community and these plants don't seem to need to be to have that specificity of nutrient profiles like a hydroponic system. We also
[22:38.200 --> 22:51.960]  don't follow the golden rule in hydroponics of keeping that pH at 5.8. Right. Every hydroponic grower is 5.8 to 6.2 6.0 at the UVI system for 13
[22:52.040 --> 23:04.440]  years we ran at 7.0. Nobody does that anymore. Nobody runs at that high. I even have moved my recommendation down to 6.4. That's my sweet spot for my
[23:04.440 --> 23:14.640]  aquaponic systems. And when you know about nitrification and the ammonia going to nitrite going to nitrate that's an acidifying process. So your
[23:14.680 --> 23:26.280]  aquaponic system pH always drops a golden rule. So as a grower your arsenal should be a base something that moves your pH up because it's always
[23:26.280 --> 23:35.200]  going to. The more you feed the more your pH will drop. So we have bases that we add to bump up the pH. And if you're going to bump up the pH
[23:35.480 --> 23:41.080]  you want to use a base that has an essential nutrient attached to it as well.
[23:45.110 --> 23:55.070]  Charlie. Another one that's so we can Charlie can you hear me say again. OK. You glitched out as soon as you started talking about the base that you
[23:55.070 --> 24:00.670]  add. So I don't want the audience to miss it. So start over where you say we add bases.
[24:06.630 --> 24:16.540]  I think he might be froze. Charlie you might have to jump off and jump back on. I mean let the Charlie.
[24:19.100 --> 24:21.580]  If you can hear us exit and come back on.
[24:25.980 --> 24:29.220]  You want me to jump off. Yeah. Jump off and hop right back on.
[24:29.220 --> 24:40.780]  So I'll yeah I'll speak on something that he did not get into. So the interesting part of the UVA system was that he had four individual tanks for the fish
[24:40.780 --> 24:52.860]  rearing. One of the tanks he put in fry. And the last tank he'd harvest out of. So every tank had a equal amount of biomass. It just wasn't.
[24:52.980 --> 25:03.540]  It wasn't as big as the final tank. In other words you're not going to get as much nutrient out of the little fries as you are out of the big fish at the other end.
[25:04.060 --> 25:16.780]  So you're constantly rotating in a cycle of fish like he was talking about in the in the quadrants of harvesting less. It was the same thing. You only harvest one quarter each week and then plant replant one quarter.
[25:17.220 --> 25:24.060]  So it's the same idea. Both the fish were harvested every other week or every week. You're harvesting a new tank and starting a new tank.
[25:24.940 --> 25:32.500]  Can you like if you chose to use a high end fish you could like breed them up right and then sell them. Isn't there like a whole new world.
[25:33.260 --> 25:44.980]  Yeah we can we can get into that. I mean Steve is all about that. Working with the tropical fish industry instead of using a feed fish where Charlie is more about feed fish because this is about growing food.
[25:45.380 --> 25:54.260]  So both the fish and the vegetables are your food source that you get every week. All right. So back into it about the basis Charlie getting that pH to go up.
[25:54.780 --> 26:09.660]  Okay so that's a that's the common way aquaponic trend right pH will drop. The opposite happens in hydroponics. You trend your pH trends up because of cation exchange at the root zone. It's driving your pH up.
[26:10.260 --> 26:19.220]  So aquaponic grower has to be used to adding a base and we might as well add a base that has an essential nutrient attached to it.
[26:19.620 --> 26:36.380]  So I'm going to add a base with potassium or calcium maybe silica. There's different options for growers. If you want to be organic certified you're very limited in what you can use and what you're using may not be very soluble and very predictable.
[26:36.860 --> 26:49.620]  But I think once you get in a habit with your system and you know how it behaves you can use any chemical like that whether it's organic or not. It's a chemical you're putting in the water.
[26:50.100 --> 27:01.780]  You can use things like eggshells perhaps you can use oyster shells but you want to pulverize that stuff probably because it takes a long time to release and it's not really predictable.
[27:02.300 --> 27:15.100]  So there's lots of options out there for what you may use depending on your goals. Honestly if I'm growing something more like leafy greens like lettuce only I may only use a calcium base.
[27:15.500 --> 27:27.660]  So calcium hydroxide calcium bicarbonates calcium carbonates these type of things because that young delicate lettuce uses a lot of calcium as it grows quickly.
[27:28.300 --> 27:38.420]  If I'm looking at like a fruiting crop maybe looking at growing cannabis in my system or growing tomatoes in my system what I've always done is alternated.
[27:38.780 --> 27:53.020]  The first time I need to bump my pH back up use a calcium base. The next time use a potassium base. As I said some growers recommend silica and their silica products that will bump your pH up and supplement your silica.
[27:53.340 --> 28:03.500]  So be wise about what you're adding. When I try to talk to a fish farmer so that's I came from the industry of aquaculture. I was a fish farmer.
[28:04.660 --> 28:17.860]  My industry was growing hundreds of metric tons of fish and they had a waste problem. When I was in 1990 I jumped into school for this and I saw everybody around me was paying to get rid of this waste.
[28:18.340 --> 28:29.500]  That's what your mom used to say dilute from your fish tank. They were doing it on a much bigger scale. Many of you all have followed Leighton for quite a while. This is his passion is fish shit.
[28:30.020 --> 28:40.940]  Literally that fish waste and what's happening there. The research that Leighton has done over the years that I've known him every time the fish waste just blows people's minds honestly.
[28:41.420 --> 28:47.740]  And I'm going to mention a story about blowing people's mind here in a bit. I'm even going to make a note so I make sure and tell you.
[28:51.660 --> 28:58.420]  We got there we go. There it is. There's a website everybody. Right. Right.
[28:58.420 --> 29:14.020]  So let me see. So that industry was paying to get rid of waste. I saw that as a perfect opportunity to be environmentally sound produce protein. Like I said eight billion people on the planet now.
[29:14.700 --> 29:24.100]  So we're producing animal protein very sustainability using sustainable techniques recirculating systems like I'm saying water conservative.
[29:24.740 --> 29:35.780]  The other beauty of a raw system a recirculating system is we effectively efficiently collect solid waste so we can manage it. These are good examples of aquaculture.
[29:36.100 --> 29:49.820]  We're not negatively impacting the planet with our systems and we use energy but we're very water conservative. We're solid waste management perfectionist. We want that waste now. Now we know it's valuable.
[29:50.180 --> 30:01.580]  So I can collect it from these systems and do anything with it. A lot of our work in the system at UVI did not do what many systems do now where they remineralize the solid waste.
[30:01.940 --> 30:15.100]  They may discharge it temporarily break it down in a septic tank and return the nutrients back so the plants can use it. We didn't do that work in the Virgin Islands although we did some of the first research in that area.
[30:15.580 --> 30:31.340]  What we did is we use that solid waste discharge on terrestrial crops. We lived in an ideal environment where we could build soil with that fish waste. And that's where I think this aquaponics really fits in with a living soil farm.
[30:31.860 --> 30:37.420]  Sometimes there's a contentious battle between hydroponic growers and soil growers.
[30:38.020 --> 30:51.460]  Aquaponics is hydroponics. We're growing in an aquatic soil and I see this fight sometimes and I think it's a perfect complement. There's a farm out in Rogue River Oregon.
[30:52.060 --> 31:02.020]  So Rogue Oregon area. I think it's Rogue Aquaponics everybody. Check out their website if you know them. Shout them out. They're great people. Mike Hassey out there.
[31:02.860 --> 31:19.900]  He has a complimentary farm. The fish create a lot of that magic that Layton's talking about. And if we're just coupling it in a coupled aquaponics system like UVI and like all the systems that that I use and teach on that's traditional aquaponics.
[31:19.900 --> 31:29.860]  But we can also use that as the heartbeat to create other fertilizer resources for other applications for compost building for your seedling production.
[31:30.500 --> 31:39.660]  Fertilizing your fruit orchard because that's organic matter. It's slow release fertilizer as well. There's a lot we can do. So it shouldn't be a battle.
[31:40.220 --> 31:55.060]  And when we when I talk about organic certification of aquaponic crops we don't do fish. We only do crops. There's definitely a battle there. People say it's soil is gotta be in the definition. And that gets into what is soil. Right.
[31:55.100 --> 31:59.540]  And I know you all have had that discussion here and I have it with my students all the time.
[32:00.380 --> 32:20.060]  But I just I personally think that water is magic. Soil is not magic. Water is magic. When I go when we go travel to distant planets if you believe in space and that theory of space. If we travel to distant planets what are we looking for. We're looking for water.
[32:20.900 --> 32:36.580]  I can grow plants with no soil. I cannot grow plants without water. I think I've had this conversation with you Leighton that even in your soil systems I believe that around every fine hair that's an aqueous layer.
[32:37.060 --> 32:43.820]  That's a water based delivery of nutrients across those cell walls into your plant. It's hydroponics in the soil.
[32:44.540 --> 32:53.460]  But instead we're going the other way and trying to call hydroponics soil coming up with terms like aquatic soil just to fit these key words of soil.
[32:54.020 --> 33:00.860]  So I'd say break the soil marriage and just stuck on soil because we could sit here and talk about what is soil.
[33:01.460 --> 33:10.460]  Right. If you take a lot of soil and you put it in a seedling tray to do your little seedlings is that still soil. It's not connected to Mother Earth anymore.
[33:11.060 --> 33:17.500]  But there's things like that are allowed in organic certification. They'll let you do your transplants and plastic trays.
[33:18.060 --> 33:26.780]  But and then put them in soil. So I don't I just don't think soils the magic. Let's work with the resources we have. You play to your resources.
[33:27.460 --> 33:37.460]  Honestly, if you have abundant water and land soil crop use flood irrigation and furrow irrigation and grow the heck out of food for humanity.
[33:38.060 --> 33:45.820]  But where I have been challenged is I've always lived in water restrictive environments. I think I was thrown there on purpose.
[33:46.340 --> 33:54.620]  I didn't know what I was getting into, but I was thrown into very harsh environments all my life and everywhere around me. We've had to conserve water.
[33:55.260 --> 34:05.980]  Currently live in Santa Fe, New Mexico. We are drought. We are building complexes around me everywhere. Apartment complexes bringing in more and more people and we have no water.
